Game,Opponent,PlayerA_Score,PlayerB_Score,Cumulative_Score,CCs,DDs,Winner
0,QLearningPlayer,315,50,365,0,45,Player A
1,QLearningPlayer,335,45,380,0,40,Player A
2,QLearningPlayer,292,67,359,3,48,Player A
3,QLearningPlayer,271,61,332,0,56,Player A
4,QLearningPlayer,325,70,395,6,37,Player A
5,QLearningPlayer,315,50,365,0,45,Player A
6,QLearningPlayer,291,56,347,0,51,Player A
7,QLearningPlayer,300,60,360,1,47,Player A
8,QLearningPlayer,258,68,326,0,58,Player A
9,QLearningPlayer,302,82,384,7,41,Player A
10,QLearningPlayer,303,53,356,0,48,Player A
11,QLearningPlayer,270,140,410,18,36,Player A
12,QLearningPlayer,307,52,359,0,47,Player A
13,QLearningPlayer,311,51,362,0,46,Player A
14,QLearningPlayer,307,67,374,3,43,Player A
15,QLearningPlayer,278,63,341,0,53,Player A
16,QLearningPlayer,266,71,337,2,55,Player A
17,QLearningPlayer,319,49,368,0,44,Player A
18,QLearningPlayer,258,83,341,3,54,Player A
19,QLearningPlayer,316,56,372,1,43,Player A
20,QLearningPlayer,267,62,329,0,57,Player A
21,QLearningPlayer,299,54,353,0,49,Player A
22,QLearningPlayer,260,90,350,6,52,Player A
23,QLearningPlayer,264,69,333,1,56,Player A
24,QLearningPlayer,289,69,358,2,48,Player A
25,QLearningPlayer,323,48,371,0,43,Player A
26,QLearningPlayer,291,56,347,0,51,Player A
27,QLearningPlayer,274,64,338,0,54,Player A
28,QLearningPlayer,339,44,383,0,39,Player A
29,QLearningPlayer,307,52,359,0,47,Player A
30,QLearningPlayer,287,57,344,0,52,Player A
31,QLearningPlayer,298,63,361,2,47,Player A
32,QLearningPlayer,295,55,350,0,50,Player A
33,QLearningPlayer,270,140,410,18,36,Player A
34,QLearningPlayer,268,83,351,4,51,Player A
35,QLearningPlayer,297,57,354,1,49,Player A
36,QLearningPlayer,244,89,333,4,57,Player A
37,QLearningPlayer,299,54,353,0,49,Player A
38,QLearningPlayer,295,55,350,0,50,Player A
39,QLearningPlayer,295,65,360,1,47,Player A
40,QLearningPlayer,302,102,404,12,36,Player A
41,QLearningPlayer,323,68,391,2,37,Player A
42,QLearningPlayer,306,61,367,2,45,Player A
43,QLearningPlayer,271,61,332,0,56,Player A
44,QLearningPlayer,276,86,362,6,48,Player A
45,QLearningPlayer,302,67,369,4,45,Player A
46,QLearningPlayer,290,60,350,0,50,Player A
47,QLearningPlayer,287,57,344,0,52,Player A
48,QLearningPlayer,262,67,329,0,57,Player A
49,QLearningPlayer,314,49,363,1,46,Player A
50,QLearningPlayer,249,74,323,0,59,Player A
51,QLearningPlayer,291,56,347,0,51,Player A
52,QLearningPlayer,295,55,350,0,50,Player A
53,QLearningPlayer,284,64,348,1,51,Player A
54,QLearningPlayer,279,59,338,0,54,Player A
55,QLearningPlayer,274,79,353,3,50,Player A
56,QLearningPlayer,257,77,334,2,56,Player A
57,QLearningPlayer,286,66,352,2,50,Player A
58,QLearningPlayer,307,52,359,0,47,Player A
59,QLearningPlayer,287,67,354,1,49,Player A
60,QLearningPlayer,307,52,359,0,47,Player A
61,QLearningPlayer,320,60,380,3,41,Player A
62,QLearningPlayer,249,109,358,8,50,Player A
63,QLearningPlayer,283,58,341,0,53,Player A
64,QLearningPlayer,217,212,429,31,34,Player A
65,QLearningPlayer,315,50,365,0,45,Player A
66,QLearningPlayer,295,55,350,0,50,Player A
67,QLearningPlayer,273,73,346,2,52,Player A
68,QLearningPlayer,317,52,369,1,44,Player A
69,QLearningPlayer,290,70,360,4,48,Player A
70,QLearningPlayer,303,53,356,0,48,Player A
71,QLearningPlayer,280,65,345,1,52,Player A
72,QLearningPlayer,260,70,330,1,57,Player A
73,QLearningPlayer,278,83,361,5,48,Player A
74,QLearningPlayer,282,92,374,6,44,Player A
75,QLearningPlayer,290,70,360,4,48,Player A
76,QLearningPlayer,308,58,366,1,45,Player A
77,QLearningPlayer,319,49,368,0,44,Player A
78,QLearningPlayer,299,54,353,0,49,Player A
79,QLearningPlayer,315,65,380,3,41,Player A
80,QLearningPlayer,313,53,366,1,45,Player A
81,QLearningPlayer,263,73,336,1,55,Player A
82,QLearningPlayer,333,48,381,1,40,Player A
83,QLearningPlayer,282,67,349,2,51,Player A
84,QLearningPlayer,301,56,357,1,48,Player A
85,QLearningPlayer,318,53,371,0,43,Player A
86,QLearningPlayer,287,57,344,0,52,Player A
87,QLearningPlayer,303,53,356,0,48,Player A
88,QLearningPlayer,307,52,359,0,47,Player A
89,QLearningPlayer,303,53,356,0,48,Player A
90,QLearningPlayer,307,52,359,0,47,Player A
91,QLearningPlayer,291,56,347,0,51,Player A
92,QLearningPlayer,295,60,355,2,49,Player A
93,QLearningPlayer,275,70,345,1,52,Player A
94,QLearningPlayer,278,83,361,5,48,Player A
95,QLearningPlayer,302,67,369,4,45,Player A
96,QLearningPlayer,293,63,356,3,49,Player A
97,QLearningPlayer,301,66,367,2,45,Player A
98,QLearningPlayer,294,69,363,4,47,Player A
99,QLearningPlayer,270,85,355,5,50,Player A
100,QLearningPlayer,279,59,338,0,54,Player A
101,QLearningPlayer,332,42,374,0,42,Player A
102,QLearningPlayer,295,55,350,0,50,Player A
103,QLearningPlayer,295,55,350,0,50,Player A
104,QLearningPlayer,253,138,391,17,42,Player A
105,QLearningPlayer,279,59,338,0,54,Player A
106,QLearningPlayer,296,61,357,1,48,Player A
107,QLearningPlayer,257,82,339,4,55,Player A
108,QLearningPlayer,284,64,348,1,51,Player A
109,QLearningPlayer,299,54,353,0,49,Player A
110,QLearningPlayer,310,85,395,9,38,Player A
111,QLearningPlayer,283,58,341,0,53,Player A
112,QLearningPlayer,279,59,338,0,54,Player A
113,QLearningPlayer,291,56,347,0,51,Player A
114,QLearningPlayer,303,53,356,0,48,Player A
115,QLearningPlayer,314,64,378,4,42,Player A
116,QLearningPlayer,295,55,350,0,50,Player A
117,QLearningPlayer,311,51,362,0,46,Player A
118,QLearningPlayer,287,57,344,0,52,Player A
119,QLearningPlayer,315,50,365,0,45,Player A
120,QLearningPlayer,291,56,347,0,51,Player A
121,QLearningPlayer,318,63,381,4,41,Player A
122,QLearningPlayer,339,44,383,0,39,Player A
123,QLearningPlayer,276,66,342,1,53,Player A
124,QLearningPlayer,307,52,359,0,47,Player A
125,QLearningPlayer,259,84,343,5,54,Player A
126,QLearningPlayer,306,61,367,2,45,Player A
127,QLearningPlayer,304,69,373,5,44,Player A
128,QLearningPlayer,295,55,350,0,50,Player A
129,QLearningPlayer,303,53,356,0,48,Player A
130,QLearningPlayer,282,107,389,12,41,Player A
131,QLearningPlayer,307,52,359,0,47,Player A
132,QLearningPlayer,327,47,374,0,42,Player A
133,QLearningPlayer,319,49,368,0,44,Player A
134,QLearningPlayer,276,66,342,1,53,Player A
135,QLearningPlayer,290,65,355,2,49,Player A
136,QLearningPlayer,331,46,377,0,41,Player A
137,QLearningPlayer,323,48,371,0,43,Player A
138,QLearningPlayer,248,128,376,8,44,Player A
139,QLearningPlayer,295,55,350,0,50,Player A
140,QLearningPlayer,279,59,338,0,54,Player A
141,QLearningPlayer,251,81,332,3,57,Player A
142,QLearningPlayer,311,51,362,0,46,Player A
143,QLearningPlayer,309,59,368,3,45,Player A
144,QLearningPlayer,294,59,353,0,49,Player A
145,QLearningPlayer,295,55,350,0,50,Player A
146,QLearningPlayer,288,73,361,5,48,Player A
147,QLearningPlayer,286,76,362,3,47,Player A
148,QLearningPlayer,273,63,336,1,55,Player A
149,QLearningPlayer,300,65,365,3,46,Player A
150,QLearningPlayer,291,56,347,0,51,Player A
151,QLearningPlayer,291,56,347,0,51,Player A
152,QLearningPlayer,308,48,356,0,48,Player A
153,QLearningPlayer,300,80,380,6,42,Player A
154,QLearningPlayer,288,68,356,3,49,Player A
155,QLearningPlayer,319,49,368,0,44,Player A
156,QLearningPlayer,302,62,364,2,46,Player A
157,QLearningPlayer,299,54,353,0,49,Player A
158,QLearningPlayer,304,64,368,3,45,Player A
159,QLearningPlayer,293,83,376,8,44,Player A
160,QLearningPlayer,222,97,319,2,61,Player A
161,QLearningPlayer,314,64,378,4,42,Player A
162,QLearningPlayer,303,53,356,0,48,Player A
163,QLearningPlayer,233,133,366,13,49,Player A
164,QLearningPlayer,292,62,354,1,49,Player A
165,QLearningPlayer,293,78,371,6,45,Player A
166,QLearningPlayer,295,55,350,0,50,Player A
167,QLearningPlayer,292,67,359,3,48,Player A
168,QLearningPlayer,295,55,350,0,50,Player A
169,QLearningPlayer,294,64,358,2,48,Player A
170,QLearningPlayer,283,58,341,0,53,Player A
171,QLearningPlayer,283,58,341,0,53,Player A
172,QLearningPlayer,280,65,345,1,52,Player A
173,QLearningPlayer,279,59,338,0,54,Player A
174,QLearningPlayer,290,70,360,4,48,Player A
175,QLearningPlayer,286,66,352,2,50,Player A
176,QLearningPlayer,293,68,361,2,47,Player A
177,QLearningPlayer,320,55,375,1,42,Player A
178,QLearningPlayer,304,64,368,3,45,Player A
179,QLearningPlayer,323,48,371,0,43,Player A
180,QLearningPlayer,298,73,371,6,45,Player A
181,QLearningPlayer,311,66,377,3,42,Player A
182,QLearningPlayer,325,50,375,1,42,Player A
183,QLearningPlayer,297,72,369,4,45,Player A
184,QLearningPlayer,287,57,344,0,52,Player A
185,QLearningPlayer,295,55,350,0,50,Player A
186,QLearningPlayer,309,54,363,1,46,Player A
187,QLearningPlayer,294,59,353,0,49,Player A
188,QLearningPlayer,307,52,359,0,47,Player A
189,QLearningPlayer,288,63,351,1,50,Player A
190,QLearningPlayer,303,53,356,0,48,Player A
191,QLearningPlayer,347,42,389,0,37,Player A
192,QLearningPlayer,255,65,320,0,60,Player A
193,QLearningPlayer,295,55,350,0,50,Player A
194,QLearningPlayer,267,62,329,0,57,Player A
195,QLearningPlayer,299,89,388,8,40,Player A
196,QLearningPlayer,284,109,393,10,39,Player A
197,QLearningPlayer,281,66,347,0,51,Player A
198,QLearningPlayer,260,75,335,3,56,Player A
199,QLearningPlayer,283,68,351,1,50,Player A
200,QLearningPlayer,292,62,354,4,50,Player A
201,QLearningPlayer,317,82,399,4,35,Player A
202,QLearningPlayer,266,66,332,0,56,Player A
203,QLearningPlayer,296,51,347,0,51,Player A
204,QLearningPlayer,268,108,376,11,45,Player A
205,QLearningPlayer,291,56,347,0,51,Player A
206,QLearningPlayer,311,51,362,0,46,Player A
207,QLearningPlayer,319,49,368,0,44,Player A
208,QLearningPlayer,315,50,365,0,45,Player A
209,QLearningPlayer,287,57,344,0,52,Player A
210,QLearningPlayer,285,75,360,4,48,Player A
211,QLearningPlayer,278,78,356,3,49,Player A
212,QLearningPlayer,281,106,387,10,41,Player A
213,QLearningPlayer,283,58,341,0,53,Player A
214,QLearningPlayer,279,59,338,0,54,Player A
215,QLearningPlayer,287,57,344,0,52,Player A
216,QLearningPlayer,313,68,381,4,41,Player A
217,QLearningPlayer,343,43,386,0,38,Player A
218,QLearningPlayer,262,67,329,0,57,Player A
219,QLearningPlayer,283,93,376,5,43,Player A
220,QLearningPlayer,281,71,352,2,50,Player A
221,QLearningPlayer,267,82,349,5,52,Player A
222,QLearningPlayer,286,61,347,0,51,Player A
223,QLearningPlayer,275,60,335,0,55,Player A
224,QLearningPlayer,290,80,370,5,45,Player A
225,QLearningPlayer,300,60,360,1,47,Player A
226,QLearningPlayer,281,81,362,6,48,Player A
227,QLearningPlayer,294,79,373,5,44,Player A
228,QLearningPlayer,275,60,335,0,55,Player A
229,QLearningPlayer,302,62,364,2,46,Player A
230,QLearningPlayer,287,57,344,0,52,Player A
231,QLearningPlayer,303,53,356,0,48,Player A
232,QLearningPlayer,311,51,362,0,46,Player A
233,QLearningPlayer,289,69,358,5,49,Player A
234,QLearningPlayer,303,68,371,3,44,Player A
235,QLearningPlayer,308,73,381,7,42,Player A
236,QLearningPlayer,292,87,379,8,43,Player A
237,QLearningPlayer,300,60,360,1,47,Player A
238,QLearningPlayer,318,53,371,0,43,Player A
239,QLearningPlayer,288,73,361,5,48,Player A
240,QLearningPlayer,311,51,362,0,46,Player A
241,QLearningPlayer,275,60,335,0,55,Player A
242,QLearningPlayer,319,49,368,0,44,Player A
243,QLearningPlayer,289,64,353,3,50,Player A
244,QLearningPlayer,294,69,363,1,46,Player A
245,QLearningPlayer,256,76,332,6,58,Player A
246,QLearningPlayer,292,72,364,2,46,Player A
247,QLearningPlayer,319,49,368,0,44,Player A
248,QLearningPlayer,307,52,359,0,47,Player A
249,QLearningPlayer,297,57,354,1,49,Player A
250,QLearningPlayer,302,57,359,0,47,Player A
251,QLearningPlayer,315,50,365,0,45,Player A
252,QLearningPlayer,303,53,356,0,48,Player A
253,QLearningPlayer,319,49,368,0,44,Player A
254,QLearningPlayer,300,50,350,0,50,Player A
255,QLearningPlayer,300,60,360,1,47,Player A
256,QLearningPlayer,290,110,400,8,36,Player A
257,QLearningPlayer,291,56,347,0,51,Player A
258,QLearningPlayer,287,57,344,0,52,Player A
259,QLearningPlayer,279,59,338,0,54,Player A
260,QLearningPlayer,264,69,333,1,56,Player A
261,QLearningPlayer,329,49,378,1,41,Player A
262,QLearningPlayer,282,117,399,13,38,Player A
263,QLearningPlayer,295,55,350,0,50,Player A
264,QLearningPlayer,331,46,377,0,41,Player A
265,QLearningPlayer,300,60,360,1,47,Player A
266,QLearningPlayer,307,52,359,0,47,Player A
267,QLearningPlayer,283,58,341,0,53,Player A
268,QLearningPlayer,268,108,376,8,44,Player A
269,QLearningPlayer,267,82,349,2,51,Player A
270,QLearningPlayer,319,49,368,0,44,Player A
271,QLearningPlayer,310,60,370,2,44,Player A
272,QLearningPlayer,277,72,349,2,51,Player A
273,QLearningPlayer,279,59,338,0,54,Player A
274,QLearningPlayer,315,50,365,0,45,Player A
275,QLearningPlayer,278,68,346,2,52,Player A
276,QLearningPlayer,278,63,341,0,53,Player A
277,QLearningPlayer,308,58,366,1,45,Player A
278,QLearningPlayer,267,62,329,0,57,Player A
279,QLearningPlayer,295,55,350,0,50,Player A
280,QLearningPlayer,323,53,376,2,42,Player A
281,QLearningPlayer,252,107,359,12,51,Player A
282,QLearningPlayer,256,71,327,1,58,Player A
283,QLearningPlayer,312,57,369,1,44,Player A
284,QLearningPlayer,279,114,393,13,40,Player A
285,QLearningPlayer,312,57,369,1,44,Player A
286,QLearningPlayer,305,65,370,5,45,Player A
287,QLearningPlayer,297,67,364,2,46,Player A
288,QLearningPlayer,305,55,360,1,47,Player A
289,QLearningPlayer,263,73,336,1,55,Player A
290,QLearningPlayer,280,70,350,3,51,Player A
291,QLearningPlayer,327,47,374,0,42,Player A
292,QLearningPlayer,311,51,362,0,46,Player A
293,QLearningPlayer,299,54,353,0,49,Player A
294,QLearningPlayer,322,72,394,5,37,Player A
295,QLearningPlayer,299,54,353,0,49,Player A
296,QLearningPlayer,284,64,348,1,51,Player A
297,QLearningPlayer,273,73,346,5,53,Player A
298,QLearningPlayer,303,78,381,7,42,Player A
299,QLearningPlayer,294,59,353,0,49,Player A
300,QLearningPlayer,298,53,351,1,50,Player A
301,QLearningPlayer,278,83,361,5,48,Player A
302,QLearningPlayer,311,56,367,2,45,Player A
303,QLearningPlayer,284,64,348,1,51,Player A
304,QLearningPlayer,283,58,341,0,53,Player A
305,QLearningPlayer,288,53,341,0,53,Player A
306,QLearningPlayer,303,53,356,0,48,Player A
307,QLearningPlayer,299,54,353,0,49,Player A
308,QLearningPlayer,265,120,385,11,42,Player A
309,QLearningPlayer,302,72,374,6,44,Player A
310,QLearningPlayer,297,72,369,4,45,Player A
311,QLearningPlayer,311,51,362,0,46,Player A
312,QLearningPlayer,271,76,347,3,52,Player A
313,QLearningPlayer,295,70,365,3,46,Player A
314,QLearningPlayer,307,52,359,0,47,Player A
315,QLearningPlayer,271,61,332,0,56,Player A
316,QLearningPlayer,317,62,379,2,41,Player A
317,QLearningPlayer,304,59,363,1,46,Player A
318,QLearningPlayer,260,125,385,14,43,Player A
319,QLearningPlayer,283,58,341,0,53,Player A
320,QLearningPlayer,327,47,374,0,42,Player A
321,QLearningPlayer,343,43,386,0,38,Player A
322,QLearningPlayer,250,70,320,0,60,Player A
323,QLearningPlayer,295,55,350,0,50,Player A
324,QLearningPlayer,307,52,359,0,47,Player A
325,QLearningPlayer,317,57,374,3,43,Player A
326,QLearningPlayer,283,78,361,5,48,Player A
327,QLearningPlayer,238,88,326,3,59,Player A
328,QLearningPlayer,322,57,379,2,41,Player A
329,QLearningPlayer,307,52,359,0,47,Player A
330,QLearningPlayer,319,54,373,2,43,Player A
331,QLearningPlayer,303,63,366,1,45,Player A
332,QLearningPlayer,315,50,365,0,45,Player A
333,QLearningPlayer,254,84,338,3,55,Player A
334,QLearningPlayer,267,62,329,0,57,Player A
335,QLearningPlayer,307,72,379,5,42,Player A
336,QLearningPlayer,262,82,344,3,53,Player A
337,QLearningPlayer,310,65,375,4,43,Player A
338,QLearningPlayer,296,66,362,3,47,Player A
339,QLearningPlayer,299,54,353,0,49,Player A
340,QLearningPlayer,286,76,362,6,48,Player A
341,QLearningPlayer,308,58,366,1,45,Player A
342,QLearningPlayer,307,52,359,0,47,Player A
343,QLearningPlayer,339,44,383,0,39,Player A
344,QLearningPlayer,315,50,365,0,45,Player A
345,QLearningPlayer,321,51,372,1,43,Player A
346,QLearningPlayer,304,59,363,1,46,Player A
347,QLearningPlayer,284,84,368,6,46,Player A
348,QLearningPlayer,317,52,369,1,44,Player A
349,QLearningPlayer,300,60,360,1,47,Player A
350,QLearningPlayer,291,66,357,4,49,Player A
351,QLearningPlayer,278,73,351,4,51,Player A
352,QLearningPlayer,287,67,354,1,49,Player A
353,QLearningPlayer,327,47,374,0,42,Player A
354,QLearningPlayer,311,51,362,0,46,Player A
355,QLearningPlayer,326,46,372,1,43,Player A
356,QLearningPlayer,290,85,375,7,44,Player A
357,QLearningPlayer,319,49,368,0,44,Player A
358,QLearningPlayer,306,61,367,2,45,Player A
359,QLearningPlayer,272,67,339,1,54,Player A
360,QLearningPlayer,269,74,343,2,53,Player A
361,QLearningPlayer,319,49,368,0,44,Player A
362,QLearningPlayer,295,55,350,0,50,Player A
363,QLearningPlayer,337,57,394,2,36,Player A
364,QLearningPlayer,310,80,390,10,40,Player A
365,QLearningPlayer,269,94,363,7,48,Player A
366,QLearningPlayer,291,56,347,0,51,Player A
367,QLearningPlayer,275,60,335,0,55,Player A
368,QLearningPlayer,295,55,350,0,50,Player A
369,QLearningPlayer,283,58,341,0,53,Player A
370,QLearningPlayer,278,63,341,0,53,Player A
371,QLearningPlayer,291,91,382,8,42,Player A
372,QLearningPlayer,299,79,378,7,43,Player A
373,QLearningPlayer,276,66,342,1,53,Player A
374,QLearningPlayer,325,50,375,1,42,Player A
375,QLearningPlayer,283,78,361,5,48,Player A
376,QLearningPlayer,287,72,359,3,48,Player A
377,QLearningPlayer,240,95,335,6,57,Player A
378,QLearningPlayer,305,75,380,6,42,Player A
379,QLearningPlayer,292,82,374,6,44,Player A
380,QLearningPlayer,271,76,347,3,52,Player A
381,QLearningPlayer,282,67,349,2,51,Player A
382,QLearningPlayer,314,59,373,2,43,Player A
383,QLearningPlayer,339,44,383,0,39,Player A
384,QLearningPlayer,258,93,351,7,52,Player A
385,QLearningPlayer,270,65,335,0,55,Player A
386,QLearningPlayer,307,52,359,0,47,Player A
387,QLearningPlayer,313,53,366,1,45,Player A
388,QLearningPlayer,262,162,424,20,32,Player A
389,QLearningPlayer,284,119,403,11,36,Player A
390,QLearningPlayer,267,72,339,1,54,Player A
391,QLearningPlayer,272,67,339,1,54,Player A
392,QLearningPlayer,303,53,356,0,48,Player A
393,QLearningPlayer,291,56,347,0,51,Player A
394,QLearningPlayer,284,74,358,2,48,Player A
395,QLearningPlayer,275,85,360,4,48,Player A
396,QLearningPlayer,291,56,347,0,51,Player A
397,QLearningPlayer,290,85,375,7,44,Player A
398,QLearningPlayer,269,144,413,15,34,Player A
399,QLearningPlayer,313,53,366,1,45,Player A
400,QLearningPlayer,284,64,348,1,51,Player A
401,QLearningPlayer,264,89,353,6,51,Player A
402,QLearningPlayer,298,63,361,2,47,Player A
403,QLearningPlayer,289,59,348,1,51,Player A
404,QLearningPlayer,303,68,371,3,44,Player A
405,QLearningPlayer,271,61,332,0,56,Player A
406,QLearningPlayer,292,82,374,3,43,Player A
407,QLearningPlayer,332,42,374,0,42,Player A
408,QLearningPlayer,234,89,323,3,60,Player A
409,QLearningPlayer,253,78,331,2,57,Player A
410,QLearningPlayer,339,44,383,0,39,Player A
411,QLearningPlayer,319,49,368,0,44,Player A
412,QLearningPlayer,292,62,354,1,49,Player A
413,QLearningPlayer,275,75,350,3,51,Player A
414,QLearningPlayer,286,66,352,2,50,Player A
415,QLearningPlayer,289,79,368,6,46,Player A
416,QLearningPlayer,271,61,332,0,56,Player A
417,QLearningPlayer,316,66,382,5,41,Player A
418,QLearningPlayer,323,48,371,0,43,Player A
419,QLearningPlayer,274,64,338,0,54,Player A
420,QLearningPlayer,303,53,356,0,48,Player A
421,QLearningPlayer,298,68,366,4,46,Player A
422,QLearningPlayer,318,53,371,0,43,Player A
423,QLearningPlayer,307,52,359,0,47,Player A
424,QLearningPlayer,286,71,357,4,49,Player A
425,QLearningPlayer,315,75,390,4,38,Player A
426,QLearningPlayer,290,65,355,2,49,Player A
427,QLearningPlayer,303,53,356,0,48,Player A
428,QLearningPlayer,275,60,335,0,55,Player A
429,QLearningPlayer,290,70,360,4,48,Player A
430,QLearningPlayer,320,55,375,1,42,Player A
431,QLearningPlayer,312,62,374,3,43,Player A
432,QLearningPlayer,327,47,374,0,42,Player A
433,QLearningPlayer,294,64,358,2,48,Player A
434,QLearningPlayer,279,59,338,0,54,Player A
435,QLearningPlayer,303,53,356,0,48,Player A
436,QLearningPlayer,264,69,333,1,56,Player A
437,QLearningPlayer,295,55,350,0,50,Player A
438,QLearningPlayer,264,69,333,1,56,Player A
439,QLearningPlayer,285,70,355,5,50,Player A
440,QLearningPlayer,299,109,408,13,35,Player A
441,QLearningPlayer,303,53,356,0,48,Player A
442,QLearningPlayer,275,60,335,0,55,Player A
443,QLearningPlayer,279,79,358,5,49,Player A
444,QLearningPlayer,298,58,356,0,48,Player A
445,QLearningPlayer,307,52,359,0,47,Player A
446,QLearningPlayer,285,60,345,1,52,Player A
447,QLearningPlayer,308,68,376,5,43,Player A
448,QLearningPlayer,311,51,362,0,46,Player A
449,QLearningPlayer,315,50,365,0,45,Player A
450,QLearningPlayer,258,68,326,0,58,Player A
451,QLearningPlayer,270,90,360,7,49,Player A
452,QLearningPlayer,257,147,404,15,37,Player A
453,QLearningPlayer,322,52,374,3,43,Player A
454,QLearningPlayer,284,69,353,0,49,Player A
455,QLearningPlayer,353,48,401,3,34,Player A
456,QLearningPlayer,264,124,388,8,40,Player A
457,QLearningPlayer,282,72,354,4,50,Player A
458,QLearningPlayer,285,95,380,9,43,Player A
459,QLearningPlayer,283,58,341,0,53,Player A
460,QLearningPlayer,315,50,365,0,45,Player A
461,QLearningPlayer,296,61,357,1,48,Player A
462,QLearningPlayer,284,64,348,1,51,Player A
463,QLearningPlayer,282,67,349,2,51,Player A
464,QLearningPlayer,267,137,404,15,37,Player A
465,QLearningPlayer,295,55,350,0,50,Player A
466,QLearningPlayer,280,65,345,1,52,Player A
467,QLearningPlayer,295,55,350,0,50,Player A
468,QLearningPlayer,303,53,356,0,48,Player A
469,QLearningPlayer,273,83,356,6,50,Player A
470,QLearningPlayer,303,53,356,0,48,Player A
471,QLearningPlayer,288,63,351,1,50,Player A
472,QLearningPlayer,324,79,403,5,34,Player A
473,QLearningPlayer,277,97,374,9,45,Player A
474,QLearningPlayer,298,68,366,4,46,Player A
475,QLearningPlayer,312,67,379,5,42,Player A
476,QLearningPlayer,255,85,340,5,55,Player A
477,QLearningPlayer,289,94,383,6,41,Player A
478,QLearningPlayer,303,53,356,0,48,Player A
479,QLearningPlayer,315,50,365,0,45,Player A
480,QLearningPlayer,252,77,329,3,58,Player A
481,QLearningPlayer,289,74,363,4,47,Player A
482,QLearningPlayer,331,46,377,0,41,Player A
483,QLearningPlayer,291,56,347,0,51,Player A
484,QLearningPlayer,267,82,349,5,52,Player A
485,QLearningPlayer,310,60,370,2,44,Player A
486,QLearningPlayer,271,76,347,3,52,Player A
487,QLearningPlayer,269,129,398,15,39,Player A
488,QLearningPlayer,323,48,371,0,43,Player A
489,QLearningPlayer,319,49,368,0,44,Player A
490,QLearningPlayer,279,59,338,0,54,Player A
491,QLearningPlayer,291,56,347,0,51,Player A
492,QLearningPlayer,301,106,407,12,35,Player A
493,QLearningPlayer,303,53,356,0,48,Player A
494,QLearningPlayer,299,54,353,0,49,Player A
495,QLearningPlayer,305,55,360,1,47,Player A
496,QLearningPlayer,304,59,363,1,46,Player A
497,QLearningPlayer,276,96,372,7,45,Player A
498,QLearningPlayer,298,78,376,5,43,Player A
499,QLearningPlayer,305,55,360,1,47,Player A
500,QLearningPlayer,296,61,357,1,48,Player A
501,QLearningPlayer,271,61,332,0,56,Player A
502,QLearningPlayer,294,84,378,10,44,Player A
503,QLearningPlayer,299,79,378,4,42,Player A
504,QLearningPlayer,294,74,368,6,46,Player A
505,QLearningPlayer,242,197,439,29,30,Player A
506,QLearningPlayer,278,68,346,2,52,Player A
507,QLearningPlayer,293,63,356,0,48,Player A
508,QLearningPlayer,294,54,348,1,51,Player A
509,QLearningPlayer,306,61,367,2,45,Player A
510,QLearningPlayer,291,56,347,0,51,Player A
511,QLearningPlayer,307,52,359,0,47,Player A
512,QLearningPlayer,287,57,344,0,52,Player A
513,QLearningPlayer,296,61,357,1,48,Player A
514,QLearningPlayer,323,48,371,0,43,Player A
515,QLearningPlayer,246,121,367,8,47,Player A
516,QLearningPlayer,303,78,381,7,42,Player A
517,QLearningPlayer,299,54,353,0,49,Player A
518,QLearningPlayer,308,58,366,1,45,Player A
519,QLearningPlayer,287,57,344,0,52,Player A
520,QLearningPlayer,282,67,349,2,51,Player A
521,QLearningPlayer,268,68,336,1,55,Player A
522,QLearningPlayer,270,115,385,8,41,Player A
523,QLearningPlayer,243,68,311,0,63,Player A
524,QLearningPlayer,316,56,372,1,43,Player A
525,QLearningPlayer,255,140,395,15,40,Player A
526,QLearningPlayer,279,59,338,0,54,Player A
527,QLearningPlayer,295,55,350,0,50,Player A
528,QLearningPlayer,266,146,412,20,36,Player A
529,QLearningPlayer,287,57,344,0,52,Player A
530,QLearningPlayer,247,102,349,8,53,Player A
531,QLearningPlayer,299,54,353,0,49,Player A
532,QLearningPlayer,256,86,342,4,54,Player A
533,QLearningPlayer,290,70,360,4,48,Player A
534,QLearningPlayer,283,83,366,7,47,Player A
535,QLearningPlayer,262,67,329,0,57,Player A
536,QLearningPlayer,315,50,365,0,45,Player A
537,QLearningPlayer,262,67,329,0,57,Player A
538,QLearningPlayer,323,48,371,0,43,Player A
539,QLearningPlayer,331,46,377,0,41,Player A
540,QLearningPlayer,295,55,350,0,50,Player A
541,QLearningPlayer,264,69,333,1,56,Player A
542,QLearningPlayer,333,48,381,1,40,Player A
543,QLearningPlayer,270,65,335,0,55,Player A
544,QLearningPlayer,297,77,374,3,43,Player A
545,QLearningPlayer,271,136,407,21,38,Player A
546,QLearningPlayer,260,75,335,0,55,Player A
547,QLearningPlayer,328,53,381,1,40,Player A
548,QLearningPlayer,331,46,377,0,41,Player A
549,QLearningPlayer,285,100,385,11,42,Player A
550,QLearningPlayer,284,129,413,6,31,Player A
551,QLearningPlayer,267,62,329,0,57,Player A
552,QLearningPlayer,271,61,332,0,56,Player A
553,QLearningPlayer,303,53,356,0,48,Player A
554,QLearningPlayer,250,70,320,0,60,Player A
555,QLearningPlayer,319,49,368,0,44,Player A
556,QLearningPlayer,331,46,377,0,41,Player A
557,QLearningPlayer,315,50,365,0,45,Player A
