Game,Opponent,PlayerA_Score,PlayerB_Score,Cumulative_Score,CCs,DDs,Winner
24269,UCBPlayer,124,299,423,25,34,UCBPlayer
24270,UCBPlayer,115,170,285,10,75,UCBPlayer
24271,UCBPlayer,120,315,435,25,30,UCBPlayer
24272,UCBPlayer,119,154,273,10,79,UCBPlayer
24273,UCBPlayer,112,332,444,25,27,UCBPlayer
24274,UCBPlayer,127,137,264,10,82,UCBPlayer
24275,UCBPlayer,104,349,453,25,24,UCBPlayer
24276,UCBPlayer,126,126,252,7,85,Tie
24277,UCBPlayer,111,351,462,28,22,UCBPlayer
24278,UCBPlayer,116,126,242,3,87,UCBPlayer
24279,UCBPlayer,122,347,469,32,21,UCBPlayer
24280,UCBPlayer,107,132,239,0,87,UCBPlayer
24281,UCBPlayer,132,337,469,35,22,UCBPlayer
24282,UCBPlayer,103,148,251,0,83,UCBPlayer
24283,UCBPlayer,136,321,457,35,26,UCBPlayer
24284,UCBPlayer,99,164,263,0,79,UCBPlayer
24285,UCBPlayer,140,305,445,35,30,UCBPlayer
24286,UCBPlayer,95,180,275,0,75,UCBPlayer
24287,UCBPlayer,144,289,433,35,34,UCBPlayer
24288,UCBPlayer,91,196,287,0,71,UCBPlayer
24289,UCBPlayer,148,273,421,35,38,UCBPlayer
24290,UCBPlayer,87,212,299,0,67,UCBPlayer
24291,UCBPlayer,152,257,409,35,42,UCBPlayer
24292,UCBPlayer,84,224,308,0,64,UCBPlayer
24293,UCBPlayer,146,251,397,32,45,UCBPlayer
24294,UCBPlayer,89,234,323,3,60,UCBPlayer
24295,UCBPlayer,138,243,381,28,49,UCBPlayer
24296,UCBPlayer,97,242,339,7,56,UCBPlayer
24297,UCBPlayer,130,235,365,24,53,UCBPlayer
24298,UCBPlayer,105,250,355,11,52,UCBPlayer
24299,UCBPlayer,122,227,349,20,57,UCBPlayer
24300,UCBPlayer,109,259,368,15,49,UCBPlayer
24301,UCBPlayer,118,218,336,16,60,UCBPlayer
24302,UCBPlayer,117,267,384,19,45,UCBPlayer
24303,UCBPlayer,110,210,320,12,64,UCBPlayer
24304,UCBPlayer,126,271,397,23,42,UCBPlayer
24305,UCBPlayer,105,210,315,10,65,UCBPlayer
24306,UCBPlayer,130,275,405,25,40,UCBPlayer
24307,UCBPlayer,105,210,315,10,65,UCBPlayer
24308,UCBPlayer,130,275,405,25,40,UCBPlayer
24309,UCBPlayer,106,206,312,10,66,UCBPlayer
24310,UCBPlayer,130,275,405,25,40,UCBPlayer
24311,UCBPlayer,105,210,315,10,65,UCBPlayer
24312,UCBPlayer,131,271,402,25,41,UCBPlayer
24313,UCBPlayer,105,210,315,10,65,UCBPlayer
24314,UCBPlayer,130,275,405,25,40,UCBPlayer
24315,UCBPlayer,105,210,315,10,65,UCBPlayer
24316,UCBPlayer,130,275,405,25,40,UCBPlayer
24317,UCBPlayer,103,203,306,10,68,UCBPlayer
24318,UCBPlayer,128,283,411,25,38,UCBPlayer
24319,UCBPlayer,111,186,297,10,71,UCBPlayer
24320,UCBPlayer,124,299,423,25,34,UCBPlayer
24321,UCBPlayer,115,170,285,10,75,UCBPlayer
24322,UCBPlayer,120,315,435,25,30,UCBPlayer
24323,UCBPlayer,119,154,273,10,79,UCBPlayer
24324,UCBPlayer,112,332,444,25,27,UCBPlayer
24325,UCBPlayer,127,137,264,10,82,UCBPlayer
24326,UCBPlayer,104,349,453,25,24,UCBPlayer
24327,UCBPlayer,126,126,252,7,85,Tie
24328,UCBPlayer,111,351,462,28,22,UCBPlayer
24329,UCBPlayer,116,126,242,3,87,UCBPlayer
24330,UCBPlayer,122,347,469,32,21,UCBPlayer
24331,UCBPlayer,107,132,239,0,87,UCBPlayer
24332,UCBPlayer,132,337,469,35,22,UCBPlayer
24333,UCBPlayer,103,148,251,0,83,UCBPlayer
24334,UCBPlayer,136,321,457,35,26,UCBPlayer
24335,UCBPlayer,99,164,263,0,79,UCBPlayer
24336,UCBPlayer,140,305,445,35,30,UCBPlayer
24337,UCBPlayer,95,180,275,0,75,UCBPlayer
24338,UCBPlayer,144,289,433,35,34,UCBPlayer
24339,UCBPlayer,91,196,287,0,71,UCBPlayer
24340,UCBPlayer,148,273,421,35,38,UCBPlayer
24341,UCBPlayer,87,212,299,0,67,UCBPlayer
24342,UCBPlayer,152,257,409,35,42,UCBPlayer
24343,UCBPlayer,84,224,308,0,64,UCBPlayer
24344,UCBPlayer,146,251,397,32,45,UCBPlayer
24345,UCBPlayer,89,234,323,3,60,UCBPlayer
24346,UCBPlayer,138,243,381,28,49,UCBPlayer
24347,UCBPlayer,97,242,339,7,56,UCBPlayer
24348,UCBPlayer,130,235,365,24,53,UCBPlayer
24349,UCBPlayer,105,250,355,11,52,UCBPlayer
24350,UCBPlayer,122,227,349,20,57,UCBPlayer
24351,UCBPlayer,109,259,368,15,49,UCBPlayer
24352,UCBPlayer,118,218,336,16,60,UCBPlayer
24353,UCBPlayer,117,267,384,19,45,UCBPlayer
24354,UCBPlayer,110,210,320,12,64,UCBPlayer
24355,UCBPlayer,126,271,397,23,42,UCBPlayer
24356,UCBPlayer,105,210,315,10,65,UCBPlayer
24357,UCBPlayer,130,275,405,25,40,UCBPlayer
24358,UCBPlayer,105,210,315,10,65,UCBPlayer
24359,UCBPlayer,130,275,405,25,40,UCBPlayer
24360,UCBPlayer,106,206,312,10,66,UCBPlayer
24361,UCBPlayer,130,275,405,25,40,UCBPlayer
24362,UCBPlayer,105,210,315,10,65,UCBPlayer
24363,UCBPlayer,131,271,402,25,41,UCBPlayer
24364,UCBPlayer,105,210,315,10,65,UCBPlayer
24365,UCBPlayer,130,275,405,25,40,UCBPlayer
24366,UCBPlayer,105,210,315,10,65,UCBPlayer
24367,UCBPlayer,130,275,405,25,40,UCBPlayer
24368,UCBPlayer,103,203,306,10,68,UCBPlayer
24369,UCBPlayer,128,283,411,25,38,UCBPlayer
24370,UCBPlayer,111,186,297,10,71,UCBPlayer
24371,UCBPlayer,124,299,423,25,34,UCBPlayer
24372,UCBPlayer,115,170,285,10,75,UCBPlayer
24373,UCBPlayer,120,315,435,25,30,UCBPlayer
24374,UCBPlayer,119,154,273,10,79,UCBPlayer
24375,UCBPlayer,112,332,444,25,27,UCBPlayer
24376,UCBPlayer,127,137,264,10,82,UCBPlayer
24377,UCBPlayer,104,349,453,25,24,UCBPlayer
24378,UCBPlayer,126,126,252,7,85,Tie
24379,UCBPlayer,111,351,462,28,22,UCBPlayer
24380,UCBPlayer,116,126,242,3,87,UCBPlayer
24381,UCBPlayer,122,347,469,32,21,UCBPlayer
24382,UCBPlayer,107,132,239,0,87,UCBPlayer
24383,UCBPlayer,132,337,469,35,22,UCBPlayer
24384,UCBPlayer,103,148,251,0,83,UCBPlayer
24385,UCBPlayer,136,321,457,35,26,UCBPlayer
24386,UCBPlayer,99,164,263,0,79,UCBPlayer
24387,UCBPlayer,140,305,445,35,30,UCBPlayer
24388,UCBPlayer,95,180,275,0,75,UCBPlayer
24389,UCBPlayer,144,289,433,35,34,UCBPlayer
24390,UCBPlayer,91,196,287,0,71,UCBPlayer
24391,UCBPlayer,148,273,421,35,38,UCBPlayer
24392,UCBPlayer,87,212,299,0,67,UCBPlayer
24393,UCBPlayer,152,257,409,35,42,UCBPlayer
24394,UCBPlayer,84,224,308,0,64,UCBPlayer
24395,UCBPlayer,146,251,397,32,45,UCBPlayer
24396,UCBPlayer,89,234,323,3,60,UCBPlayer
24397,UCBPlayer,138,243,381,28,49,UCBPlayer
24398,UCBPlayer,97,242,339,7,56,UCBPlayer
24399,UCBPlayer,130,235,365,24,53,UCBPlayer
24400,UCBPlayer,105,250,355,11,52,UCBPlayer
24401,UCBPlayer,122,227,349,20,57,UCBPlayer
24402,UCBPlayer,109,259,368,15,49,UCBPlayer
24403,UCBPlayer,118,218,336,16,60,UCBPlayer
24404,UCBPlayer,117,267,384,19,45,UCBPlayer
24405,UCBPlayer,110,210,320,12,64,UCBPlayer
24406,UCBPlayer,126,271,397,23,42,UCBPlayer
24407,UCBPlayer,105,210,315,10,65,UCBPlayer
24408,UCBPlayer,130,275,405,25,40,UCBPlayer
24409,UCBPlayer,105,210,315,10,65,UCBPlayer
24410,UCBPlayer,130,275,405,25,40,UCBPlayer
24411,UCBPlayer,106,206,312,10,66,UCBPlayer
24412,UCBPlayer,130,275,405,25,40,UCBPlayer
24413,UCBPlayer,105,210,315,10,65,UCBPlayer
24414,UCBPlayer,131,271,402,25,41,UCBPlayer
24415,UCBPlayer,105,210,315,10,65,UCBPlayer
24416,UCBPlayer,130,275,405,25,40,UCBPlayer
24417,UCBPlayer,105,210,315,10,65,UCBPlayer
24418,UCBPlayer,130,275,405,25,40,UCBPlayer
24419,UCBPlayer,103,203,306,10,68,UCBPlayer
24420,UCBPlayer,128,283,411,25,38,UCBPlayer
24421,UCBPlayer,111,186,297,10,71,UCBPlayer
24422,UCBPlayer,124,299,423,25,34,UCBPlayer
24423,UCBPlayer,115,170,285,10,75,UCBPlayer
24424,UCBPlayer,120,315,435,25,30,UCBPlayer
24425,UCBPlayer,119,154,273,10,79,UCBPlayer
24426,UCBPlayer,112,332,444,25,27,UCBPlayer
24427,UCBPlayer,127,137,264,10,82,UCBPlayer
24428,UCBPlayer,104,349,453,25,24,UCBPlayer
24429,UCBPlayer,126,126,252,7,85,Tie
24430,UCBPlayer,111,351,462,28,22,UCBPlayer
24431,UCBPlayer,116,126,242,3,87,UCBPlayer
24432,UCBPlayer,122,347,469,32,21,UCBPlayer
24433,UCBPlayer,107,132,239,0,87,UCBPlayer
24434,UCBPlayer,132,337,469,35,22,UCBPlayer
24435,UCBPlayer,103,148,251,0,83,UCBPlayer
24436,UCBPlayer,136,321,457,35,26,UCBPlayer
24437,UCBPlayer,99,164,263,0,79,UCBPlayer
24438,UCBPlayer,140,305,445,35,30,UCBPlayer
24439,UCBPlayer,95,180,275,0,75,UCBPlayer
24440,UCBPlayer,144,289,433,35,34,UCBPlayer
24441,UCBPlayer,91,196,287,0,71,UCBPlayer
24442,UCBPlayer,148,273,421,35,38,UCBPlayer
24443,UCBPlayer,87,212,299,0,67,UCBPlayer
24444,UCBPlayer,152,257,409,35,42,UCBPlayer
24445,UCBPlayer,84,224,308,0,64,UCBPlayer
24446,UCBPlayer,146,251,397,32,45,UCBPlayer
24447,UCBPlayer,89,234,323,3,60,UCBPlayer
24448,UCBPlayer,138,243,381,28,49,UCBPlayer
24449,UCBPlayer,97,242,339,7,56,UCBPlayer
24450,UCBPlayer,130,235,365,24,53,UCBPlayer
24451,UCBPlayer,105,250,355,11,52,UCBPlayer
24452,UCBPlayer,122,227,349,20,57,UCBPlayer
24453,UCBPlayer,109,259,368,15,49,UCBPlayer
24454,UCBPlayer,118,218,336,16,60,UCBPlayer
24455,UCBPlayer,117,267,384,19,45,UCBPlayer
24456,UCBPlayer,110,210,320,12,64,UCBPlayer
24457,UCBPlayer,126,271,397,23,42,UCBPlayer
24458,UCBPlayer,105,210,315,10,65,UCBPlayer
24459,UCBPlayer,130,275,405,25,40,UCBPlayer
24460,UCBPlayer,105,210,315,10,65,UCBPlayer
24461,UCBPlayer,130,275,405,25,40,UCBPlayer
24462,UCBPlayer,106,206,312,10,66,UCBPlayer
24463,UCBPlayer,130,275,405,25,40,UCBPlayer
24464,UCBPlayer,105,210,315,10,65,UCBPlayer
24465,UCBPlayer,131,271,402,25,41,UCBPlayer
24466,UCBPlayer,105,210,315,10,65,UCBPlayer
24467,UCBPlayer,130,275,405,25,40,UCBPlayer
24468,UCBPlayer,105,210,315,10,65,UCBPlayer
24469,UCBPlayer,130,275,405,25,40,UCBPlayer
24470,UCBPlayer,103,203,306,10,68,UCBPlayer
24471,UCBPlayer,128,283,411,25,38,UCBPlayer
24472,UCBPlayer,111,186,297,10,71,UCBPlayer
24473,UCBPlayer,124,299,423,25,34,UCBPlayer
24474,UCBPlayer,115,170,285,10,75,UCBPlayer
24475,UCBPlayer,120,315,435,25,30,UCBPlayer
24476,UCBPlayer,119,154,273,10,79,UCBPlayer
24477,UCBPlayer,112,332,444,25,27,UCBPlayer
24478,UCBPlayer,127,137,264,10,82,UCBPlayer
24479,UCBPlayer,104,349,453,25,24,UCBPlayer
24480,UCBPlayer,126,126,252,7,85,Tie
24481,UCBPlayer,111,351,462,28,22,UCBPlayer
24482,UCBPlayer,116,126,242,3,87,UCBPlayer
24483,UCBPlayer,122,347,469,32,21,UCBPlayer
24484,UCBPlayer,107,132,239,0,87,UCBPlayer
24485,UCBPlayer,132,337,469,35,22,UCBPlayer
24486,UCBPlayer,103,148,251,0,83,UCBPlayer
24487,UCBPlayer,136,321,457,35,26,UCBPlayer
24488,UCBPlayer,99,164,263,0,79,UCBPlayer
24489,UCBPlayer,140,305,445,35,30,UCBPlayer
24490,UCBPlayer,95,180,275,0,75,UCBPlayer
24491,UCBPlayer,144,289,433,35,34,UCBPlayer
24492,UCBPlayer,91,196,287,0,71,UCBPlayer
24493,UCBPlayer,148,273,421,35,38,UCBPlayer
24494,UCBPlayer,87,212,299,0,67,UCBPlayer
24495,UCBPlayer,152,257,409,35,42,UCBPlayer
24496,UCBPlayer,84,224,308,0,64,UCBPlayer
24497,UCBPlayer,146,251,397,32,45,UCBPlayer
24498,UCBPlayer,89,234,323,3,60,UCBPlayer
24499,UCBPlayer,138,243,381,28,49,UCBPlayer
24500,UCBPlayer,97,242,339,7,56,UCBPlayer
24501,UCBPlayer,130,235,365,24,53,UCBPlayer
24502,UCBPlayer,105,250,355,11,52,UCBPlayer
24503,UCBPlayer,122,227,349,20,57,UCBPlayer
24504,UCBPlayer,109,259,368,15,49,UCBPlayer
24505,UCBPlayer,118,218,336,16,60,UCBPlayer
24506,UCBPlayer,117,267,384,19,45,UCBPlayer
24507,UCBPlayer,110,210,320,12,64,UCBPlayer
24508,UCBPlayer,126,271,397,23,42,UCBPlayer
24509,UCBPlayer,105,210,315,10,65,UCBPlayer
24510,UCBPlayer,130,275,405,25,40,UCBPlayer
24511,UCBPlayer,105,210,315,10,65,UCBPlayer
24512,UCBPlayer,130,275,405,25,40,UCBPlayer
24513,UCBPlayer,106,206,312,10,66,UCBPlayer
24514,UCBPlayer,130,275,405,25,40,UCBPlayer
24515,UCBPlayer,105,210,315,10,65,UCBPlayer
24516,UCBPlayer,131,271,402,25,41,UCBPlayer
24517,UCBPlayer,105,210,315,10,65,UCBPlayer
24518,UCBPlayer,130,275,405,25,40,UCBPlayer
24519,UCBPlayer,105,210,315,10,65,UCBPlayer
24520,UCBPlayer,130,275,405,25,40,UCBPlayer
24521,UCBPlayer,103,203,306,10,68,UCBPlayer
24522,UCBPlayer,128,283,411,25,38,UCBPlayer
24523,UCBPlayer,111,186,297,10,71,UCBPlayer
24524,UCBPlayer,124,299,423,25,34,UCBPlayer
24525,UCBPlayer,115,170,285,10,75,UCBPlayer
24526,UCBPlayer,120,315,435,25,30,UCBPlayer
24527,UCBPlayer,119,154,273,10,79,UCBPlayer
24528,UCBPlayer,112,332,444,25,27,UCBPlayer
24529,UCBPlayer,127,137,264,10,82,UCBPlayer
24530,UCBPlayer,104,349,453,25,24,UCBPlayer
24531,UCBPlayer,126,126,252,7,85,Tie
24532,UCBPlayer,111,351,462,28,22,UCBPlayer
24533,UCBPlayer,116,126,242,3,87,UCBPlayer
24534,UCBPlayer,122,347,469,32,21,UCBPlayer
24535,UCBPlayer,107,132,239,0,87,UCBPlayer
24536,UCBPlayer,132,337,469,35,22,UCBPlayer
24537,UCBPlayer,103,148,251,0,83,UCBPlayer
24538,UCBPlayer,136,321,457,35,26,UCBPlayer
24539,UCBPlayer,99,164,263,0,79,UCBPlayer
24540,UCBPlayer,140,305,445,35,30,UCBPlayer
24541,UCBPlayer,95,180,275,0,75,UCBPlayer
24542,UCBPlayer,144,289,433,35,34,UCBPlayer
24543,UCBPlayer,91,196,287,0,71,UCBPlayer
24544,UCBPlayer,148,273,421,35,38,UCBPlayer
24545,UCBPlayer,87,212,299,0,67,UCBPlayer
24546,UCBPlayer,152,257,409,35,42,UCBPlayer
24547,UCBPlayer,84,224,308,0,64,UCBPlayer
24548,UCBPlayer,146,251,397,32,45,UCBPlayer
24549,UCBPlayer,89,234,323,3,60,UCBPlayer
24550,UCBPlayer,138,243,381,28,49,UCBPlayer
24551,UCBPlayer,97,242,339,7,56,UCBPlayer
24552,UCBPlayer,130,235,365,24,53,UCBPlayer
24553,UCBPlayer,105,250,355,11,52,UCBPlayer
24554,UCBPlayer,122,227,349,20,57,UCBPlayer
24555,UCBPlayer,109,259,368,15,49,UCBPlayer
24556,UCBPlayer,118,218,336,16,60,UCBPlayer
24557,UCBPlayer,117,267,384,19,45,UCBPlayer
24558,UCBPlayer,110,210,320,12,64,UCBPlayer
24559,UCBPlayer,126,271,397,23,42,UCBPlayer
24560,UCBPlayer,105,210,315,10,65,UCBPlayer
24561,UCBPlayer,130,275,405,25,40,UCBPlayer
24562,UCBPlayer,105,210,315,10,65,UCBPlayer
24563,UCBPlayer,130,275,405,25,40,UCBPlayer
24564,UCBPlayer,106,206,312,10,66,UCBPlayer
24565,UCBPlayer,130,275,405,25,40,UCBPlayer
24566,UCBPlayer,105,210,315,10,65,UCBPlayer
24567,UCBPlayer,131,271,402,25,41,UCBPlayer
24568,UCBPlayer,105,210,315,10,65,UCBPlayer
24569,UCBPlayer,130,275,405,25,40,UCBPlayer
24570,UCBPlayer,105,210,315,10,65,UCBPlayer
24571,UCBPlayer,130,275,405,25,40,UCBPlayer
24572,UCBPlayer,103,203,306,10,68,UCBPlayer
24573,UCBPlayer,128,283,411,25,38,UCBPlayer
24574,UCBPlayer,111,186,297,10,71,UCBPlayer
24575,UCBPlayer,124,299,423,25,34,UCBPlayer
24576,UCBPlayer,115,170,285,10,75,UCBPlayer
24577,UCBPlayer,120,315,435,25,30,UCBPlayer
24578,UCBPlayer,119,154,273,10,79,UCBPlayer
24579,UCBPlayer,112,332,444,25,27,UCBPlayer
24580,UCBPlayer,127,137,264,10,82,UCBPlayer
24581,UCBPlayer,104,349,453,25,24,UCBPlayer
24582,UCBPlayer,126,126,252,7,85,Tie
24583,UCBPlayer,111,351,462,28,22,UCBPlayer
24584,UCBPlayer,116,126,242,3,87,UCBPlayer
24585,UCBPlayer,122,347,469,32,21,UCBPlayer
24586,UCBPlayer,107,132,239,0,87,UCBPlayer
24587,UCBPlayer,132,337,469,35,22,UCBPlayer
24588,UCBPlayer,103,148,251,0,83,UCBPlayer
24589,UCBPlayer,136,321,457,35,26,UCBPlayer
24590,UCBPlayer,99,164,263,0,79,UCBPlayer
24591,UCBPlayer,140,305,445,35,30,UCBPlayer
24592,UCBPlayer,95,180,275,0,75,UCBPlayer
24593,UCBPlayer,144,289,433,35,34,UCBPlayer
24594,UCBPlayer,91,196,287,0,71,UCBPlayer
24595,UCBPlayer,148,273,421,35,38,UCBPlayer
24596,UCBPlayer,87,212,299,0,67,UCBPlayer
24597,UCBPlayer,152,257,409,35,42,UCBPlayer
24598,UCBPlayer,84,224,308,0,64,UCBPlayer
24599,UCBPlayer,146,251,397,32,45,UCBPlayer
24600,UCBPlayer,89,234,323,3,60,UCBPlayer
24601,UCBPlayer,138,243,381,28,49,UCBPlayer
24602,UCBPlayer,97,242,339,7,56,UCBPlayer
24603,UCBPlayer,130,235,365,24,53,UCBPlayer
24604,UCBPlayer,105,250,355,11,52,UCBPlayer
24605,UCBPlayer,122,227,349,20,57,UCBPlayer
24606,UCBPlayer,109,259,368,15,49,UCBPlayer
24607,UCBPlayer,118,218,336,16,60,UCBPlayer
24608,UCBPlayer,117,267,384,19,45,UCBPlayer
24609,UCBPlayer,110,210,320,12,64,UCBPlayer
24610,UCBPlayer,126,271,397,23,42,UCBPlayer
24611,UCBPlayer,105,210,315,10,65,UCBPlayer
24612,UCBPlayer,130,275,405,25,40,UCBPlayer
24613,UCBPlayer,105,210,315,10,65,UCBPlayer
24614,UCBPlayer,130,275,405,25,40,UCBPlayer
24615,UCBPlayer,106,206,312,10,66,UCBPlayer
24616,UCBPlayer,130,275,405,25,40,UCBPlayer
24617,UCBPlayer,105,210,315,10,65,UCBPlayer
24618,UCBPlayer,131,271,402,25,41,UCBPlayer
24619,UCBPlayer,105,210,315,10,65,UCBPlayer
24620,UCBPlayer,130,275,405,25,40,UCBPlayer
24621,UCBPlayer,105,210,315,10,65,UCBPlayer
24622,UCBPlayer,130,275,405,25,40,UCBPlayer
24623,UCBPlayer,103,203,306,10,68,UCBPlayer
24624,UCBPlayer,128,283,411,25,38,UCBPlayer
24625,UCBPlayer,111,186,297,10,71,UCBPlayer
24626,UCBPlayer,124,299,423,25,34,UCBPlayer
24627,UCBPlayer,115,170,285,10,75,UCBPlayer
24628,UCBPlayer,120,315,435,25,30,UCBPlayer
24629,UCBPlayer,119,154,273,10,79,UCBPlayer
24630,UCBPlayer,112,332,444,25,27,UCBPlayer
24631,UCBPlayer,127,137,264,10,82,UCBPlayer
24632,UCBPlayer,104,349,453,25,24,UCBPlayer
24633,UCBPlayer,126,126,252,7,85,Tie
24634,UCBPlayer,111,351,462,28,22,UCBPlayer
24635,UCBPlayer,116,126,242,3,87,UCBPlayer
24636,UCBPlayer,122,347,469,32,21,UCBPlayer
24637,UCBPlayer,107,132,239,0,87,UCBPlayer
24638,UCBPlayer,132,337,469,35,22,UCBPlayer
24639,UCBPlayer,103,148,251,0,83,UCBPlayer
24640,UCBPlayer,136,321,457,35,26,UCBPlayer
24641,UCBPlayer,99,164,263,0,79,UCBPlayer
24642,UCBPlayer,140,305,445,35,30,UCBPlayer
24643,UCBPlayer,95,180,275,0,75,UCBPlayer
24644,UCBPlayer,144,289,433,35,34,UCBPlayer
24645,UCBPlayer,91,196,287,0,71,UCBPlayer
24646,UCBPlayer,148,273,421,35,38,UCBPlayer
24647,UCBPlayer,87,212,299,0,67,UCBPlayer
24648,UCBPlayer,152,257,409,35,42,UCBPlayer
24649,UCBPlayer,84,224,308,0,64,UCBPlayer
24650,UCBPlayer,146,251,397,32,45,UCBPlayer
24651,UCBPlayer,89,234,323,3,60,UCBPlayer
24652,UCBPlayer,138,243,381,28,49,UCBPlayer
24653,UCBPlayer,97,242,339,7,56,UCBPlayer
24654,UCBPlayer,130,235,365,24,53,UCBPlayer
24655,UCBPlayer,105,250,355,11,52,UCBPlayer
24656,UCBPlayer,122,227,349,20,57,UCBPlayer
24657,UCBPlayer,109,259,368,15,49,UCBPlayer
24658,UCBPlayer,118,218,336,16,60,UCBPlayer
24659,UCBPlayer,117,267,384,19,45,UCBPlayer
24660,UCBPlayer,110,210,320,12,64,UCBPlayer
24661,UCBPlayer,126,271,397,23,42,UCBPlayer
24662,UCBPlayer,105,210,315,10,65,UCBPlayer
24663,UCBPlayer,130,275,405,25,40,UCBPlayer
24664,UCBPlayer,105,210,315,10,65,UCBPlayer
24665,UCBPlayer,130,275,405,25,40,UCBPlayer
24666,UCBPlayer,106,206,312,10,66,UCBPlayer
24667,UCBPlayer,130,275,405,25,40,UCBPlayer
24668,UCBPlayer,105,210,315,10,65,UCBPlayer
24669,UCBPlayer,131,271,402,25,41,UCBPlayer
24670,UCBPlayer,105,210,315,10,65,UCBPlayer
24671,UCBPlayer,130,275,405,25,40,UCBPlayer
24672,UCBPlayer,105,210,315,10,65,UCBPlayer
24673,UCBPlayer,130,275,405,25,40,UCBPlayer
24674,UCBPlayer,103,203,306,10,68,UCBPlayer
24675,UCBPlayer,128,283,411,25,38,UCBPlayer
24676,UCBPlayer,111,186,297,10,71,UCBPlayer
24677,UCBPlayer,124,299,423,25,34,UCBPlayer
24678,UCBPlayer,115,170,285,10,75,UCBPlayer
24679,UCBPlayer,120,315,435,25,30,UCBPlayer
24680,UCBPlayer,119,154,273,10,79,UCBPlayer
24681,UCBPlayer,112,332,444,25,27,UCBPlayer
24682,UCBPlayer,127,137,264,10,82,UCBPlayer
24683,UCBPlayer,104,349,453,25,24,UCBPlayer
24684,UCBPlayer,126,126,252,7,85,Tie
24685,UCBPlayer,111,351,462,28,22,UCBPlayer
24686,UCBPlayer,116,126,242,3,87,UCBPlayer
24687,UCBPlayer,122,347,469,32,21,UCBPlayer
24688,UCBPlayer,107,132,239,0,87,UCBPlayer
24689,UCBPlayer,132,337,469,35,22,UCBPlayer
24690,UCBPlayer,103,148,251,0,83,UCBPlayer
24691,UCBPlayer,136,321,457,35,26,UCBPlayer
24692,UCBPlayer,99,164,263,0,79,UCBPlayer
24693,UCBPlayer,140,305,445,35,30,UCBPlayer
24694,UCBPlayer,95,180,275,0,75,UCBPlayer
24695,UCBPlayer,144,289,433,35,34,UCBPlayer
24696,UCBPlayer,91,196,287,0,71,UCBPlayer
24697,UCBPlayer,148,273,421,35,38,UCBPlayer
24698,UCBPlayer,87,212,299,0,67,UCBPlayer
24699,UCBPlayer,152,257,409,35,42,UCBPlayer
24700,UCBPlayer,84,224,308,0,64,UCBPlayer
24701,UCBPlayer,146,251,397,32,45,UCBPlayer
24702,UCBPlayer,89,234,323,3,60,UCBPlayer
24703,UCBPlayer,138,243,381,28,49,UCBPlayer
24704,UCBPlayer,97,242,339,7,56,UCBPlayer
24705,UCBPlayer,130,235,365,24,53,UCBPlayer
24706,UCBPlayer,105,250,355,11,52,UCBPlayer
24707,UCBPlayer,122,227,349,20,57,UCBPlayer
24708,UCBPlayer,109,259,368,15,49,UCBPlayer
24709,UCBPlayer,118,218,336,16,60,UCBPlayer
24710,UCBPlayer,117,267,384,19,45,UCBPlayer
24711,UCBPlayer,110,210,320,12,64,UCBPlayer
24712,UCBPlayer,126,271,397,23,42,UCBPlayer
24713,UCBPlayer,105,210,315,10,65,UCBPlayer
24714,UCBPlayer,130,275,405,25,40,UCBPlayer
24715,UCBPlayer,105,210,315,10,65,UCBPlayer
24716,UCBPlayer,130,275,405,25,40,UCBPlayer
24717,UCBPlayer,106,206,312,10,66,UCBPlayer
24718,UCBPlayer,130,275,405,25,40,UCBPlayer
24719,UCBPlayer,105,210,315,10,65,UCBPlayer
24720,UCBPlayer,131,271,402,25,41,UCBPlayer
24721,UCBPlayer,105,210,315,10,65,UCBPlayer
24722,UCBPlayer,130,275,405,25,40,UCBPlayer
24723,UCBPlayer,105,210,315,10,65,UCBPlayer
24724,UCBPlayer,130,275,405,25,40,UCBPlayer
24725,UCBPlayer,103,203,306,10,68,UCBPlayer
24726,UCBPlayer,128,283,411,25,38,UCBPlayer
24727,UCBPlayer,111,186,297,10,71,UCBPlayer
24728,UCBPlayer,124,299,423,25,34,UCBPlayer
24729,UCBPlayer,115,170,285,10,75,UCBPlayer
24730,UCBPlayer,120,315,435,25,30,UCBPlayer
24731,UCBPlayer,119,154,273,10,79,UCBPlayer
24732,UCBPlayer,112,332,444,25,27,UCBPlayer
24733,UCBPlayer,127,137,264,10,82,UCBPlayer
24734,UCBPlayer,104,349,453,25,24,UCBPlayer
24735,UCBPlayer,126,126,252,7,85,Tie
24736,UCBPlayer,111,351,462,28,22,UCBPlayer
24737,UCBPlayer,116,126,242,3,87,UCBPlayer
24738,UCBPlayer,122,347,469,32,21,UCBPlayer
24739,UCBPlayer,107,132,239,0,87,UCBPlayer
24740,UCBPlayer,132,337,469,35,22,UCBPlayer
24741,UCBPlayer,103,148,251,0,83,UCBPlayer
24742,UCBPlayer,136,321,457,35,26,UCBPlayer
24743,UCBPlayer,99,164,263,0,79,UCBPlayer
24744,UCBPlayer,140,305,445,35,30,UCBPlayer
24745,UCBPlayer,95,180,275,0,75,UCBPlayer
24746,UCBPlayer,144,289,433,35,34,UCBPlayer
24747,UCBPlayer,91,196,287,0,71,UCBPlayer
24748,UCBPlayer,148,273,421,35,38,UCBPlayer
24749,UCBPlayer,87,212,299,0,67,UCBPlayer
24750,UCBPlayer,152,257,409,35,42,UCBPlayer
